,movie_name,year,time_in_min,genres,rating,votes,grosses
886,"4 luni, 3 saptamâni si 2 zile",2007,113 min,"
Drama            ",7.9,"54,075",$1.19M
887,Secrets & Lies,1996,136 min,"
Comedy, Drama            ",8.0,"35,114",$13.42M
888,Sunrise: A Song of Two Humans,1927,94 min,"
Drama, Romance            ",8.1,"45,073",$0.54M
889,The Innocents,1961,100 min,"
Horror            ",7.8,"25,031",$2.62M
890,Down by Law,1986,107 min,"
Comedy, Crime, Drama            ",7.8,"45,475",$1.44M
891,A Hard Day's Night,1964,87 min,"
Comedy, Music, Musical            ",7.6,"38,288",$13.78M
892,Ace in the Hole,1951,111 min,"
Drama, Film-Noir            ",8.1,"28,327",$3.97M
893,Kahaani,2012,122 min,"
Mystery, Thriller            ",8.1,"54,261",$1.04M
894,The General,1926,67 min,"
Action, Adventure, Comedy            ",8.1,"75,737",$0.23M
895,Le charme discret de la bourgeoisie,1972,102 min,"
Comedy            ",7.9,"35,550",$0.20M
896,Persepolis,2007,96 min,"
Animation, Biography, Drama            ",8.0,"85,048",$4.45M
897,Queen,2013,146 min,"
Comedy, Drama            ",8.2,"57,354",$1.43M
898,The Gold Rush,1925,95 min,"
Adventure, Comedy, Drama            ",8.2,"94,002",$5.45M
899,Pink,2016,136 min,"
Drama, Thriller            ",8.1,"35,231",$1.24M
900,Dil Chahta Hai,2001,183 min,"
Comedy, Drama, Romance            ",8.1,"63,441",$0.30M
901,Philomena,2013,98 min,"
Biography, Comedy, Drama            ",7.6,"91,149",$37.71M
902,To Have and Have Not,1944,100 min,"
Adventure, Comedy, Film-Noir            ",7.8,"29,336",-
903,Crimes and Misdemeanors,1989,104 min,"
Comedy, Drama            ",7.9,"52,315",$18.25M
904,Le salaire de la peur,1953,131 min,"
Adventure, Drama, Thriller            ",8.1,"50,931",-
905,White Heat,1949,114 min,"
Action, Crime, Drama            ",8.1,"27,794",-
906,The Odd Couple,1968,105 min,"
Comedy            ",7.7,"30,169",$44.53M
907,Toki o kakeru shôjo,2006,98 min,"
Animation, Adventure, Comedy            ",7.8,"56,353",-
908,Sweet Smell of Success,1957,96 min,"
Drama, Film-Noir            ",8.1,"26,018",-
909,Kal ho naa ho,2003,186 min,"
Comedy, Drama, Romance            ",8.0,"59,911",$1.79M
910,Bronenosets Potemkin,1925,75 min,"
Drama, History, Thriller            ",8.0,"50,266",$0.05M
911,Dilwale Dulhania Le Jayenge,1995,189 min,"
Drama, Romance            ",8.1,"60,159",-
912,Arsenic and Old Lace,1944,118 min,"
Comedy, Crime, Thriller            ",8.0,"63,199",-
913,Shine,1996,105 min,"
Biography, Drama, Music            ",7.7,"49,738",$35.81M
914,Spoorloos,1988,107 min,"
Mystery, Thriller            ",7.7,"31,351",-
915,Vivre sa vie: Film en douze tableaux,1962,80 min,"
Drama            ",8.0,"25,212",-
916,Death Note: Desu nôto,2006,126 min,"
Crime, Drama, Fantasy            ",7.7,"27,690",-
917,Bride of Frankenstein,1935,75 min,"
Drama, Horror, Sci-Fi            ",7.8,"41,131",$4.36M
918,The Thin Man,1934,91 min,"
Comedy, Crime, Mystery            ",8.0,"25,151",-
919,Baby,2015,159 min,"
Action, Thriller            ",8.0,"50,242",-
920,Jules et Jim,1962,105 min,"
Drama, Romance            ",7.8,"35,191",-
921,La battaglia di Algeri,1966,121 min,"
Drama, War            ",8.1,"49,452",$0.06M
922,Tropa de Elite 2: O Inimigo Agora é Outro,2010,115 min,"
Action, Crime, Drama            ",8.0,"76,875",$0.10M
923,A Wednesday,2008,104 min,"
Crime, Drama, Mystery            ",8.1,"70,649",-
924,La passion de Jeanne d'Arc,1928,110 min,"
Biography, Drama, History            ",8.1,"43,553",$0.02M
925,Baahubali 2: The Conclusion,2017,167 min,"
Action, Drama            ",8.2,"69,766",$20.19M
926,Okuribito,2008,130 min,"
Drama, Music            ",8.1,"46,520",$1.50M
927,Huo Yuan Jia,2006,104 min,"
Action, Biography, Drama            ",7.6,"71,096",$24.63M
928,Efter brylluppet,2006,120 min,"
Drama            ",7.7,"30,582",$0.41M
929,Duck Soup,1933,69 min,"
Comedy, Musical, War            ",7.8,"53,734",-
930,Interstate 60: Episodes of the Road,2002,116 min,"
Adventure, Comedy, Drama            ",7.7,"28,648",-
931,Hævnen,2010,118 min,"
Drama, Romance            ",7.6,"37,383",$1.01M
932,No Man's Land,2001,98 min,"
Comedy, Drama, War            ",7.9,"43,153",$1.06M
933,Il postino,1994,108 min,"
Biography, Comedy, Drama            ",7.7,"31,864",$21.85M
934,Batman: Mask of the Phantasm,1993,76 min,"
Animation, Action, Crime            ",7.8,"40,551",$5.62M
935,Haider,2014,160 min,"
Crime, Drama, Thriller            ",8.1,"47,621",$0.90M
936,In America,2002,105 min,"
Drama            ",7.7,"39,620",$15.54M
937,Cowboy Bebop: Tengoku no tobira,2001,115 min,"
Animation, Action, Crime            ",7.9,"40,932",$1.00M
938,Lat sau san taam,1992,128 min,"
Action, Crime, Thriller            ",7.8,"44,925",-
939,Key Largo,1948,100 min,"
Action, Crime, Drama            ",7.8,"35,397",-
940,Da hong deng long gao gao gua,1991,125 min,"
Drama, History, Romance            ",8.1,"27,656",$2.60M
941,G.O.R.A.,2004,127 min,"
Adventure, Comedy, Sci-Fi            ",8.0,"52,891",-
942,Barfi!,2012,151 min,"
Comedy, Drama, Romance            ",8.1,"71,686",$2.80M
943,Brief Encounter,1945,86 min,"
Drama, Romance            ",8.0,"33,350",-
944,Le passé,2013,130 min,"
Drama, Mystery            ",7.8,"42,751",$1.33M
945,Mandariinid,2013,87 min,"
Drama, War            ",8.2,"35,485",$0.14M
946,Black,2005,122 min,"
Drama            ",8.2,"32,088",$0.73M
947,Au revoir les enfants,1987,104 min,"
Drama, War            ",8.0,"29,338",$4.54M
948,Sanjuro,1962,96 min,"
Action, Comedy, Crime            ",8.1,"29,835",-
949,Miracle on 34th Street,1947,96 min,"
Comedy, Drama, Family            ",7.9,"38,588",$2.65M
950,Love and Death,1975,85 min,"
Comedy, War            ",7.7,"34,211",-
951,Veer-Zaara,2004,192 min,"
Drama, Family, Musical            ",7.8,"46,617",$2.92M
952,Nueve reinas,2000,114 min,"
Crime, Drama, Thriller            ",7.9,"47,522",$1.22M
953,The Secret of Kells,2009,71 min,"
Animation, Adventure, Family            ",7.6,"29,627",$0.69M
954,Hana-bi,1997,103 min,"
Crime, Drama, Romance            ",7.8,"26,017",$0.23M
955,Kind Hearts and Coronets,1949,106 min,"
Comedy, Crime            ",8.0,"33,076",-
956,Hiroshima mon amour,1959,90 min,"
Drama, Romance            ",7.9,"26,284",$0.09M
957,Harvey,1950,104 min,"
Comedy, Drama, Fantasy            ",7.9,"51,227",-
958,Les triplettes de Belleville,2003,80 min,"
Animation, Comedy, Drama            ",7.8,"49,180",$7.00M
959,Tôkyô goddofâzâzu,2003,93 min,"
Animation, Adventure, Comedy            ",7.8,"28,472",$0.13M
960,The Purple Rose of Cairo,1985,82 min,"
Comedy, Fantasy, Romance            ",7.7,"44,840",$10.63M
961,The Visitor,2007,104 min,"
Drama            ",7.6,"40,760",$9.42M
962,Adams æbler,2005,94 min,"
Comedy, Crime, Drama            ",7.8,"43,476",$0.00M
963,Lifeboat,1944,97 min,"
Drama, War            ",7.7,"25,223",-
964,The Lost Weekend,1945,101 min,"
Drama, Film-Noir            ",7.9,"31,874",$9.46M
965,Vampire Hunter D: Bloodlust,2000,103 min,"
Animation, Action, Fantasy            ",7.7,"27,906",$0.15M
966,Le dîner de cons,1998,80 min,"
Comedy            ",7.7,"35,642",$4.07M
967,Airlift,2016,130 min,"
Drama, History            ",8.0,"50,354",-
968,Andaz Apna Apna,1994,160 min,"
Comedy, Family, Romance            ",8.2,"47,082",-
969,Zelig,1983,79 min,"
Comedy            ",7.7,"38,329",$11.80M
970,Taegukgi hwinalrimyeo,2004,140 min,"
Action, Drama, War            ",8.1,"36,624",$1.11M
971,Chak De! India,2007,153 min,"
Drama, Family, Sport            ",8.2,"69,692",$1.11M
972,Knockin' on Heaven's Door,1997,87 min,"
Action, Crime, Comedy            ",8.0,"26,210",$0.00M
973,Sherlock Jr.,1924,45 min,"
Action, Comedy, Romance            ",8.2,"36,869",$0.98M
974,Ondskan,2003,113 min,"
Drama            ",7.8,"34,540",$0.02M
975,Dip huet seung hung,1989,111 min,"
Action, Crime, Drama            ",7.8,"44,245",-
976,La règle du jeu,1939,110 min,"
Comedy, Drama            ",8.0,"25,281",-
977,Jab We Met,2007,138 min,"
Comedy, Drama, Romance            ",7.9,"44,534",$0.41M
978,Vicky Donor,2012,126 min,"
Comedy, Romance            ",7.8,"37,353",$0.17M
979,Central do Brasil,1998,110 min,"
Drama            ",8.0,"34,169",$5.60M
980,Auf der anderen Seite,2007,122 min,"
Drama            ",7.8,"29,642",$0.74M
981,Dev.D,2009,144 min,"
Comedy, Drama, Romance            ",8.0,"27,181",$0.01M
982,Joyeux Noël,2005,116 min,"
Drama, History, Music            ",7.7,"26,685",$1.05M
983,La Grande Illusion,1937,113 min,"
Drama, War            ",8.1,"32,254",$0.17M
984,Special Chabbis,2013,144 min,"
Crime, Drama, Thriller            ",8.0,"47,611",$1.08M
985,OMG: Oh My God!,2012,125 min,"
Comedy, Drama, Fantasy            ",8.1,"47,450",$0.92M
986,English Vinglish,2012,134 min,"
Comedy, Drama, Family            ",7.8,"31,662",$1.67M
987,The Magdalene Sisters,2002,114 min,"
Drama            ",7.7,"25,201",$4.89M
988,Drishyam,2013,160 min,"
Crime, Drama, Thriller            ",8.4,"28,556",-
989,A Night at the Opera,1935,96 min,"
Comedy, Music, Musical            ",7.9,"29,443",-
990,Lage Raho Munna Bhai,2006,144 min,"
Comedy, Drama, Romance            ",8.1,"40,401",$2.22M
991,C.R.A.Z.Y.,2005,127 min,"
Comedy, Drama            ",7.9,"30,722",-
992,The Shop Around the Corner,1940,99 min,"
Comedy, Drama, Romance            ",8.1,"25,939",$0.20M
993,Udaan,2010,134 min,"
Drama            ",8.1,"40,222",$0.01M
994,The Muppet Christmas Carol,1992,85 min,"
Comedy, Drama, Family            ",7.7,"45,756",$27.28M
995,Bhaag milkha bhaag,2013,186 min,"
Biography, Drama, Sport            ",8.2,"57,318",$1.63M
996,Vizontele,2001,110 min,"
Comedy, Drama            ",8.0,"30,718",-
997,Boy A,2007,102 min,"
Drama            ",7.6,"36,163",$0.11M
998,Paan Singh Tomar,2012,135 min,"
Action, Biography, Crime            ",8.2,"30,449",$0.04M
999,And Now for Something Completely Different,1971,88 min,"
Comedy            ",7.6,"27,981",-
1000,Nefes: Vatan Sagolsun,2009,128 min,"
Action, Drama, Thriller            ",8.0,"30,555",-
